,ntsb_no_x,ev_date,ev_city,ev_state,ev_country,ev_year,ev_month,inj_tot_f,inj_tot_m,inj_tot_s,inj_tot_t,dec_latitude,dec_longitude,far_part,damage,acft_make,acft_model,Year,Hours,Accidents
2841,MIA85FA040,11/18/1984,FREEPORT,FL,USA,1984,11,3,0,0,3,30.499568,-86.129898,91,DEST,PIPER,PA-32R-301T,1980.0,"36,430",9.9
2842,MIA85FA041,11/21/1984,ORLANDO,FL,USA,1984,11,3,0,0,3,28.369907,-81.54988,91,DEST,PIPER,PA-28-181,1980.0,"36,430",9.9
2843,MKC85FA017,11/6/1984,OMAHA,AR,USA,1984,11,1,0,0,1,36.460601000000004,-93.19094,91,SUBS,PIPER,PA18-150,1980.0,"36,430",9.9
2844,MKC85FA024,11/20/1984,COZAD,NE,USA,1984,11,1,0,0,1,40.859790000000004,-99.980041,91,DEST,PIPER,PA-28RT-201,1980.0,"36,430",9.9
2845,MKC85FA030,11/30/1984,COLBY,KS,USA,1984,11,1,0,0,1,39.380451,-101.040786,91,DEST,CESSNA,150,1980.0,"36,430",9.9
2846,SEA85LA019,11/17/1984,DIXIE,ID,USA,1984,11,3,0,0,3,45.800518,-115.509666,91,DEST,CESSNA,U206,1980.0,"36,430",9.9
2847,ANC85FA026,12/1/1984,STERLING,AK,USA,1984,12,1,0,0,1,60.540699,-150.790496,91,DEST,PIPER,PA-12,1980.0,"36,430",9.9
2848,ATL85FA050,12/6/1984,HAGWOOD STORE,NC,USA,1984,12,2,0,0,2,35.950939,-78.250686,91,DEST,BEECH,N35,1980.0,"36,430",9.9
2849,ATL85FA055,12/14/1984,BURLINGTON,KY,USA,1984,12,2,0,1,3,39.020057,-84.720115,91,DEST,PIPER,PA-32-300,1980.0,"36,430",9.9
2850,ATL85FA056,12/15/1984,ATHENS,AL,USA,1984,12,2,0,0,2,34.780132,-86.94899699999999,91,DEST,BEECH,C23,1980.0,"36,430",9.9
2851,ATL85FA060,12/20/1984,HAMILTON,AL,USA,1984,12,1,0,2,3,34.140003,-87.979721,91,DEST,CESSNA,172,1980.0,"36,430",9.9
2852,ATL85FA061,12/20/1984,GLASGOW,KY,USA,1984,12,1,0,1,2,36.98962,-85.92055500000001,91,DEST,PIPER,PA-28-161,1980.0,"36,430",9.9
2853,ATL85FA072,12/30/1984,DUBLIN,VA,USA,1984,12,1,0,0,1,37.100685,-80.680747,91,DEST,CESSNA,182A,1980.0,"36,430",9.9
2854,BFO85FA007,12/2/1984,CLINTON,MD,USA,1984,12,1,0,0,1,38.76015,-76.889526,91,SUBS,QUICKIE,Q2,1980.0,"36,430",9.9
2855,CHI85FA067,12/9/1984,ALBION,IN,USA,1984,12,1,0,1,2,41.390674,-85.41072,91,DEST,TAYLORCRAFT,BC12-D,1980.0,"36,430",9.9
2856,DEN85FA037,12/9/1984,MEEKER,CO,USA,1984,12,1,0,0,1,40.050964,-107.89031200000001,91,DEST,CESSNA,T-210G,1980.0,"36,430",9.9
2857,DEN85LTE03,12/12/1984,ANTONIO,CO,USA,1984,12,1,0,0,1,37.06903,-106.00933799999999,91,DEST,KENNETH ROEBUCK,VARIEZE,1980.0,"36,430",9.9
2858,FTW85FA078,12/18/1984,MIDLOTHIAN,TX,USA,1984,12,1,0,0,1,32.48962,-96.990661,91,DEST,BEECH,V35A,1980.0,"36,430",9.9
2859,FTW85FA079,12/19/1984,LAREDO,TX,USA,1984,12,2,0,0,2,27.549822999999996,-99.459655,91,DEST,PIPER,PA-38-112,1980.0,"36,430",9.9
2860,FTW85FA081,12/20/1984,WACO,TX,USA,1984,12,1,0,2,3,31.549943,-97.14076899999999,91,DEST,Gates Learjet,35,1980.0,"36,430",9.9
2861,FTW85FA086,12/26/1984,MARBLE FALLS,TX,USA,1984,12,1,0,0,1,30.570549,-98.270935,91,DEST,CESSNA,441,1980.0,"36,430",9.9
2862,FTW85FA087,12/26/1984,BRACKETTVILLE,TX,USA,1984,12,3,2,0,5,29.309289,-100.40986600000001,91,DEST,CESSNA,T210N,1980.0,"36,430",9.9
2863,FTW85FA088,12/26/1984,SAN ANTONIO,TX,USA,1984,12,4,0,0,4,29.539512,-98.49073,91,DEST,MOONEY,M20J,1980.0,"36,430",9.9
2864,FTW85FA090,12/30/1984,GALVESTON,TX,USA,1984,12,3,0,0,3,29.28042,-94.83019200000001,91,DEST,CESSNA,172L,1980.0,"36,430",9.9
2865,LAX85FA068,12/13/1984,TULARE,CA,USA,1984,12,1,0,0,1,36.179115,-119.360031,91,DEST,HART-THORP,T-18 TIGER,1980.0,"36,430",9.9
2866,LAX85FA069,12/13/1984,ROSAMOND,CA,USA,1984,12,2,0,0,2,34.870502,-118.33986599999999,91,DEST,CESSNA,152,1980.0,"36,430",9.9
2867,LAX85FA070,12/14/1984,DESERT CENTER,CA,USA,1984,12,3,0,0,3,33.760528,-115.46968000000001,91,DEST,CESSNA,R172K,1980.0,"36,430",9.9
2868,LAX85FA071,12/13/1984,GORMAN,CA,USA,1984,12,2,0,0,2,34.719260999999996,-118.15065700000001,91,DEST,GRUMMAN AMERICAN,AA-5A,1980.0,"36,430",9.9
2869,LAX85FA073,12/16/1984,GRAND CANYON,AZ,USA,1984,12,4,0,0,4,33.629954999999995,-112.090957,91,DEST,MOONEY,M20J,1980.0,"36,430",9.9
2870,LAX85FA074,12/16/1984,PETALUMA,CA,USA,1984,12,2,0,0,2,38.210964000000004,-122.760925,91,DEST,CESSNA,152,1980.0,"36,430",9.9
2871,LAX85FA076,12/17/1984,MAMMOTH LAKES,CA,USA,1984,12,1,0,0,1,37.579166,-118.83981999999999,91,DEST,PIPER,PA-60-601P,1980.0,"36,430",9.9
2872,LAX85FA086,12/26/1984,LIVERMORE,CA,USA,1984,12,1,0,0,1,37.679515,-121.750961,91,DEST,CESSNA,172N,1980.0,"36,430",9.9
2873,LAX85FA088,12/28/1984,UPLAND,CA,USA,1984,12,4,0,0,4,34.099327,-117.660331,91,DEST,CESSNA,182Q,1980.0,"36,430",9.9
2874,LAX85FA093,12/28/1984,BIG BEAR CITY,CA,USA,1984,12,5,0,0,5,34.230098,-116.860031,91,DEST,CESSNA,182P,1980.0,"36,430",9.9
2875,MIA85FA066,12/27/1984,HOMESTEAD,FL,USA,1984,12,2,0,0,2,25.49069,-80.509162,91,DEST,PIPER,PA-32R-300,1980.0,"36,430",9.9
2876,MKC85FA036,12/20/1984,KAISER,MO,USA,1984,12,1,0,0,1,38.130195,-92.650726,91,DEST,CESSNA,310L,1980.0,"36,430",9.9
2877,MKC85FA037,12/21/1984,PEA RIDGE,AR,USA,1984,12,1,0,1,2,36.450664,-94.109802,91,DEST,AERO COMMANDER,690A,1980.0,"36,430",9.9
2878,MKC85FA039,12/14/1984,FT.SMITH,AR,USA,1984,12,1,0,0,1,35.369045,-94.420516,91,DEST,CESSNA,180K,1980.0,"36,430",9.9
2879,MKC85FA040,12/27/1984,HOT SPRINGS,AR,USA,1984,12,3,0,0,3,34.49953,-93.050086,91,DEST,BEECH,S35,1980.0,"36,430",9.9
2880,SEA85FA028,12/9/1984,GIG HARBOR,WA,USA,1984,12,1,0,0,1,47.290706,-122.62088700000001,91,DEST,PIPER,PA-44-180,1980.0,"36,430",9.9
2881,SEA85FA030,12/11/1984,PORT ORCHARD,WA,USA,1984,12,2,0,0,2,47.53907,-122.580459,91,DEST,CESSNA,C-152,1980.0,"36,430",9.9
2882,SEA85FA035,12/13/1984,GENOA,NV,USA,1984,12,1,0,0,1,39.000296999999996,-119.840202,91,DEST,"Smith, Ted Aerostar",AEROSTAR 601A,1980.0,"36,430",9.9
2883,SEA85FA036,12/25/1984,IMLAY,NV,USA,1984,12,2,0,0,2,40.550765000000006,-118.03003600000001,91,DEST,PIPER,PA-18-150,1980.0,"36,430",9.9
2884,ATL83FA081,1/2/1983,BEAUFORT,SC,USA,1983,1,3,0,0,3,32.330806,-80.6791,91,DEST,PIPER,PA-24-250,1980.0,"36,430",9.9
2885,ATL83FA091,1/29/1983,PRATTVILLE,AL,USA,1983,1,4,0,0,4,32.509971,-86.560295,91,DEST,MOONEY,M-20A,1980.0,"36,430",9.9
2886,ATL83FIG03,1/2/1983,HANCOCK,MD,USA,1983,1,1,0,1,4,39.700546,-78.170463,91,SUBS,CESSNA,172F,1980.0,"36,430",9.9
2887,ATL83FLJ01,1/20/1983,ROBERSONVILLE,NC,USA,1983,1,3,0,0,3,35.82022,-77.25035799999999,91,DEST,PIPER,PA-28-140,1980.0,"36,430",9.9
2888,ATL83MA084,1/9/1983,CHERRY POINT,NC,USA,1983,1,7,0,0,9,34.899204,-76.90097800000001,91,DEST,BEECH,D55,1980.0,"36,430",9.9
2889,CHI83FA069,1/2/1983,GENOA CITY,WI,USA,1983,1,2,0,0,2,42.50035,-88.319183,91,DEST,NORTH AMERICAN,T-6G,1980.0,"36,430",9.9
2890,CHI83FA076,1/5/1983,HANOVER PARK,IL,USA,1983,1,3,0,0,3,41.9691,-88.199493,91,DEST,CESSNA,172M,1980.0,"36,430",9.9
2891,CHI83FA090,1/23/1983,SIREN,WI,USA,1983,1,2,0,0,2,45.779556,-92.380844,91,DEST,PIPER,PA-22-20,1980.0,"36,430",9.9
2892,DCA83AA010,1/3/1983,HAILEY,ID,USA,1983,1,2,0,0,2,43.570545,-114.209754,91,DEST,CANADAIR,CL-600-1A11,1980.0,"36,430",9.9
2893,DCA83AA013,1/10/1983,BRAINERD,MN,USA,1983,1,1,0,1,33,46.349407,-94.190246,121,SUBS,CONVAIR,580-11-A,1980.0,"36,430",9.9
2894,DEN83FA044,1/6/1983,ALMY,WY,USA,1983,1,1,0,0,1,41.250484,-110.96086100000001,91,DEST,PIPER,AEROSTAR 602P,1980.0,"36,430",9.9
2895,DEN83FA053,1/28/1983,MINERSVILLE,UT,USA,1983,1,4,0,0,4,37.589508,-113.19011599999999,91,DEST,CESSNA,T210N,1980.0,"36,430",9.9
2896,FTW83FA078,1/8/1983,ROMAYOR,TX,USA,1983,1,2,0,0,2,30.440690000000004,-94.820327,91,DEST,CESSNA,150K,1980.0,"36,430",9.9
2897,FTW83FA079,1/9/1983,CUSHING,OK,USA,1983,1,2,0,0,2,35.969879,-96.759918,91,DEST,MOONEY,M20E,1980.0,"36,430",9.9
2898,FTW83FRD02,1/6/1983,PORT SULPHUR,LA,USA,1983,1,1,1,0,2,29.460775,-89.890571,91,DEST,TEAL,TSC-1A,1980.0,"36,430",9.9
2899,LAX83FA067,1/4/1983,CAMARILLO,CA,USA,1983,1,2,0,0,2,34.229797,-119.07064799999999,91,DEST,Javelin Aircraft,WICHAWK,1980.0,"36,430",9.9
2900,LAX83FA083,1/28/1983,SCOTTSDALE,AZ,USA,1983,1,6,0,1,7,33.609161,-111.88961699999999,91,DEST,MITSUBISHI,MU-2B-60,1980.0,"36,430",9.9
2901,LAX83FA438,1/27/1983,REDLANDS,CA,USA,1983,1,2,0,0,2,33.999233000000004,-117.120841,91,DEST,PIPER,PA-32R-301,1980.0,"36,430",9.9
2902,LAX83FUA02,1/3/1983,AVALON,CA,USA,1983,1,2,0,2,4,33.380435,-118.450225,91,DEST,PIPER,PA-28-161,1980.0,"36,430",9.9
2903,MIA83FA057,1/6/1983,LA BELLE,FL,USA,1983,1,2,0,0,2,26.640203000000003,-81.339988,91,DEST,CESSNA,152,1980.0,"36,430",9.9
2904,MIA83FA058,1/8/1983,GREEN COVE SPGS,FL,USA,1983,1,2,0,0,2,29.979978000000003,-81.67002099999999,91,DEST,CESSNA,150,1980.0,"36,430",9.9
2905,MKC83FA060,1/31/1983,SALEM,MO,USA,1983,1,1,0,0,1,37.629814,-91.529983,91,DEST,PIPER,PA-28R-201T,1980.0,"36,430",9.9
2906,SEA83FA038,1/4/1983,WILLARD,WA,USA,1983,1,5,0,0,5,45.739295,-121.57923799999999,91,DEST,CESSNA,T303,1980.0,"36,430",9.9
2907,SEA83FA042,1/14/1983,SUNRIVER,OR,USA,1983,1,1,0,0,1,44.069396000000005,-121.24998400000001,91,DEST,BELLANCA,8KCAB,1980.0,"36,430",9.9
2908,SEA83FA045,1/24/1983,ATHOL,ID,USA,1983,1,1,0,0,1,47.960857,-116.68087,91,DEST,CROMWELL/PITTS,S-1S,1980.0,"36,430",9.9
2909,ANC83FA042,2/1/1983,MELOZI HOT SPGS,AK,USA,1983,2,3,0,0,3,65.030487,-154.910415,91,DEST,BELLANCA,8GCBC,1980.0,"36,430",9.9
2910,ATL83FA099,2/6/1983,LASCASSAS,TN,USA,1983,2,1,0,0,1,35.939643,-86.290122,91,DEST,PIPER,PA-28-180,1980.0,"36,430",9.9
2911,ATL83FA117,2/22/1983,HENDERSONVILLE,NC,USA,1983,2,3,0,0,3,35.259212,-82.549797,91,DEST,PIPER,PA-24-180,1980.0,"36,430",9.9
2912,CHI83FA108,2/12/1983,REEDSBURG,WI,USA,1983,2,2,0,0,2,43.52946,-89.98915799999999,91,DEST,CHAMPION,7KCAB,1980.0,"36,430",9.9
2913,DEN83FA056,2/7/1983,LEADVILLE,CO,USA,1983,2,2,0,0,2,39.240703,-106.290908,91,DEST,NAVION,G,1980.0,"36,430",9.9
2914,DEN83FA058,2/12/1983,N. WINTER PARK,CO,USA,1983,2,1,0,1,2,39.880171999999995,-105.76926399999999,91,DEST,NORTH AMERICAN,T-28A,1980.0,"36,430",9.9
2915,DEN83FA059,2/15/1983,ASPEN,CO,USA,1983,2,4,0,0,4,39.189941,-106.82035,91,DEST,CESSNA,340A,1980.0,"36,430",9.9
2916,DEN83FA062,2/16/1983,MOAB,UT,USA,1983,2,2,0,0,2,38.529682,-109.55026200000002,91,DEST,PIPER,PA-23F-250,1980.0,"36,430",9.9
2917,FTW83FA108,2/10/1983,ADDISON,TX,USA,1983,2,1,0,0,1,32.960258,-96.82946,91,DEST,BEECH,A36TC,1980.0,"36,430",9.9
2918,FTW83FA117,2/15/1983,ANDREWS,TX,USA,1983,2,1,0,0,1,32.320983,-102.53958100000001,91,DEST,CESSNA,310K,1980.0,"36,430",9.9
2919,FTW83FA126,2/23/1983,PINEVILLE,LA,USA,1983,2,2,0,0,2,31.330265999999998,-92.41049100000001,91,DEST,CESSNA,172N,1980.0,"36,430",9.9
2920,FTW83FA128,2/24/1983,BROOKLAND,AR,USA,1983,2,3,0,0,3,35.900119000000004,-90.580207,91,DEST,CESSNA,P-206C,1980.0,"36,430",9.9
2921,LAX83FA090,2/4/1983,INDIO,CA,USA,1983,2,2,0,0,2,33.709358,-116.230346,91,DEST,BEECH,58,1980.0,"36,430",9.9
2922,LAX83FA091,2/6/1983,LAS VEGAS,NV,USA,1983,2,3,0,0,3,36.079166,-115.14074699999999,91,DEST,CESSNA,177RG,1980.0,"36,430",9.9
2923,LAX83FA092,2/6/1983,WENDEN,AZ,USA,1983,2,1,1,1,3,33.489585,-111.9207,91,DEST,CESSNA,182P,1980.0,"36,430",9.9
2924,LAX83FA095,2/7/1983,GORMAN,CA,USA,1983,2,4,0,0,4,34.720329,-118.1501,91,DEST,CESSNA,T210N,1980.0,"36,430",9.9
2925,LAX83FA104,2/18/1983,SAN DIEGO,CA,USA,1983,2,5,0,0,5,32.799583,-117.13074399999999,91,DEST,Piper,601P,1980.0,"36,430",9.9
2926,LAX83FA320,2/28/1983,BRIDGEPORT,CA,USA,1983,2,2,0,0,2,38.270919,-119.329788,91,DEST,BEECH,E55,1980.0,"36,430",9.9
2927,LAX83FA350,2/21/1983,MOUNT SHASTA,CA,USA,1983,2,5,0,0,5,41.310503999999995,-122.31983100000001,91,DEST,BEECH,N35,1980.0,"36,430",9.9
2928,LAX83FUM04,2/24/1983,DESCANSO,CA,USA,1983,2,1,0,0,1,32.720851,-117.230461,91,DEST,CESSNA,180J,1980.0,"36,430",9.9
2929,MIA83FA074,2/13/1983,WINTER HAVEN,FL,USA,1983,2,2,0,1,3,27.979260999999997,-81.77959399999999,91,DEST,Rockwell,690A,1980.0,"36,430",9.9
2930,MIA83FA081,2/23/1983,CHULUOTA,FL,USA,1983,2,2,0,0,2,28.649456,-81.179473,91,DEST,CESSNA,182H,1980.0,"36,430",9.9
2931,MIA83LA084,3/1/1983,CROSS CITY,FL,USA,1983,3,1,0,1,2,29.630531,-83.119323,91,DEST,PIPER,PA-32R,1980.0,"36,430",9.9
2932,MKC83FA065,2/9/1983,GARWIN,IA,USA,1983,2,2,0,0,2,42.089263,-92.669265,91,DEST,CESSNA,TR182,1980.0,"36,430",9.9
2933,MKC83FA069,2/21/1983,ELLSWORTH,KS,USA,1983,2,1,0,0,1,38.730743,-98.219978,91,DEST,CESSNA,150L,1980.0,"36,430",9.9
2934,NYC83FA060,2/3/1983,SUNBURY,PA,USA,1983,2,2,0,0,2,40.860214,-76.780784,91,DEST,AERO COMMANDER,680FL P,1980.0,"36,430",9.9
2935,NYC83FA071,2/26/1983,MOUNTVILLE,PA,USA,1983,2,2,0,0,2,40.039024,-76.4309,91,SUBS,CESSNA,172M,1980.0,"36,430",9.9
2936,ATL83FA128,3/6/1983,HOPKINSVILLE,KY,USA,1983,3,3,0,0,3,36.849758,-87.489173,91,DEST,CESSNA,310,1980.0,"36,430",9.9
2937,ATL83FA129,3/7/1983,BIRMINGHAM,AL,USA,1983,3,2,1,1,4,33.620388,-86.649436,91,DEST,BEECH,K35,1980.0,"36,430",9.9
2938,ATL83FA140,3/20/1983,CROSSVILLE,TN,USA,1983,3,1,0,1,2,35.949245,-85.03025799999999,91,DEST,PIPER,PA-28-140,1980.0,"36,430",9.9
2939,ATL83FA145,3/27/1983,ROANOKE,VA,USA,1983,3,5,0,0,5,37.309181,-79.899353,91,DEST,PIPER,PA-34-200T,1980.0,"36,430",9.9
2940,ATL83FA176,3/17/1983,WAVERLY,GA,USA,1983,3,2,0,0,2,31.089864000000002,-81.719802,91,DEST,BELLANCA,17-31A,1980.0,"36,430",9.9
2941,ATL83FKJ03,3/13/1983,SOUTHSIDE,AL,USA,1983,3,1,0,0,1,34.010353,-86.009971,91,DEST,EAA BIPLANE,P-2,1980.0,"36,430",9.9
2942,CHI83FA135,3/13/1983,DANVERS,IL,USA,1983,3,2,0,0,2,40.199909000000005,-88.809364,91,DEST,PIPER,PA-28-161,1980.0,"36,430",9.9
2943,CHI83FA148,3/21/1983,ROCHESTER,IL,USA,1983,3,1,0,0,1,39.750834999999995,-89.53977900000001,91,DEST,PIPER,PA-32R-300,1980.0,"36,430",9.9
2944,CHI83FA156,3/31/1983,MILTONA,MN,USA,1983,3,3,0,0,3,46.059089,-95.249588,91,DEST,PIPER,PA-32-300,1980.0,"36,430",9.9
2945,DEN83FA070,3/6/1983,LIMON,CO,USA,1983,3,1,0,0,1,39.26054,-103.680061,91,DEST,CESSNA,172,1980.0,"36,430",9.9
2946,DEN83FA071,3/6/1983,LAKE POWELL,UT,USA,1983,3,1,0,0,1,37.270835,-112.230972,91,DEST,CESSNA,182Q,1980.0,"36,430",9.9
2947,DEN83FA072,3/6/1983,EVANSTON,WY,USA,1983,3,1,0,1,2,41.250198,-110.95906000000001,91,SUBS,PIPER,PA-28-181,1980.0,"36,430",9.9
2948,DEN83FA077,3/11/1983,WRIGHT,WY,USA,1983,3,2,0,0,2,44.459621000000006,-105.699867,91,DEST,CHAMPION,7EC,1980.0,"36,430",9.9
2949,DEN83FA090,3/31/1983,KANAB,UT,USA,1983,3,2,0,0,2,37.269546000000005,-112.229476,91,DEST,CESSNA,150M,1980.0,"36,430",9.9
2950,FTW83FA133,3/2/1983,BORGER,TX,USA,1983,3,3,0,0,3,35.65081,-101.39922299999999,91,DEST,CESSNA,177,1980.0,"36,430",9.9
2951,FTW83FA142,3/4/1983,ORANGE GROVE,TX,USA,1983,3,1,0,0,1,27.950366,-97.93083100000001,91,DEST,CESSNA,210-5,1980.0,"36,430",9.9
2952,FTW83FA144,3/8/1983,MAYFLOWER,AR,USA,1983,3,1,0,0,1,34.969257,-92.40984300000001,91,DEST,CESSNA,172N,1980.0,"36,430",9.9
2953,FTW83FA149,3/12/1983,KINGSTON,OK,USA,1983,3,3,0,2,5,33.999454,-96.720474,91,DEST,PIPER,PA-34-200,1980.0,"36,430",9.9
2954,FTW83FA150,3/13/1983,SHAWNEE,OK,USA,1983,3,2,0,0,2,35.329257,-96.909103,91,DEST,BEECH,A23-24,1980.0,"36,430",9.9
2955,FTW83FA164,3/23/1983,SALT FLAT,TX,USA,1983,3,3,0,0,3,31.740695000000002,-105.07901000000001,91,DEST,PIPER,PA-24-260,1980.0,"36,430",9.9
2956,FTW83FA170,3/30/1983,ENID,OK,USA,1983,3,2,0,0,2,36.399848,-97.86026700000001,91,DEST,BEECH,A36,1980.0,"36,430",9.9
2957,FTW83FA172,3/31/1983,BETHANY,OK,USA,1983,3,1,0,0,1,35.500095,-97.640403,91,DEST,CESSNA,182A,1980.0,"36,430",9.9
2958,LAX83FA124,3/5/1983,SIMI,CA,USA,1983,3,1,0,0,1,40.370075,-121.61048799999999,91,DEST,THORP,T-18,1980.0,"36,430",9.9
2959,LAX83FA138,3/14/1983,CHATSWORTH,CA,USA,1983,3,2,0,0,2,34.28049,-118.609802,91,DEST,MOONEY,M20J,1980.0,"36,430",9.9
2960,LAX83FA141,3/12/1983,FIDDLETOWN,CA,USA,1983,3,2,0,0,2,38.520996000000004,-120.699623,91,DEST,RYAN,NAVION A,1980.0,"36,430",9.9
2961,LAX83FA144,3/9/1983,PT REYES,CA,USA,1983,3,2,0,0,2,38.049659000000005,-122.85942,91,DEST,CESSNA,U2061,1980.0,"36,430",9.9
2962,LAX83FA150,3/20/1983,DOS PALOS,CA,USA,1983,3,1,0,1,2,36.999202000000004,-119.150329,91,DEST,CESSNA,150M,1980.0,"36,430",9.9
2963,LAX83FA153,3/21/1983,NEAR PALA,CA,USA,1983,3,2,0,0,2,33.379131,-117.070213,91,DEST,CESSNA,170B,1980.0,"36,430",9.9
2964,LAX83FA166,3/24/1983,SEDONA,AZ,USA,1983,3,3,0,0,3,34.940231,-111.94076499999998,91,DEST,BEECH,A36TC,1980.0,"36,430",9.9
2965,LAX83FA387,3/19/1983,TRINITY CENTER,CA,USA,1983,3,2,0,0,2,41.04911,-122.78013600000001,91,DEST,PIPER,PA-28-151,1980.0,"36,430",9.9
2966,LAX83FA396,3/19/1983,LITTLEFIELD,AZ,USA,1983,3,1,0,1,2,36.900946999999995,-113.94062,91,DEST,CESSNA,182,1980.0,"36,430",9.9
2967,LAX83FVG09,3/7/1983,COPPEROPOLIS,CA,USA,1983,3,1,0,0,1,37.939533000000004,-120.660774,91,DEST,BEECH,V35B,1980.0,"36,430",9.9
2968,MIA83FA096,3/20/1983,FORT LAUDERDALE,FL,USA,1983,3,1,0,0,1,26.190673,-80.16974599999999,91,DEST,PIPER,J3C-65,1980.0,"36,430",9.9
2969,MKC83FA081,3/27/1983,SALEM,MO,USA,1983,3,1,0,0,1,37.630653,-91.529464,91,DEST,PIPER,PA-24-400,1980.0,"36,430",9.9
2970,SEA83FA058,3/3/1983,MOSES LAKE,WA,USA,1983,3,1,0,1,2,47.190459999999995,-119.299888,91,DEST,CESSNA,140,1980.0,"36,430",9.9
2971,SEA83FA060,3/6/1983,5 NM E. OF KENT,WA,USA,1983,3,1,0,0,1,47.399333,-122.18963600000001,91,DEST,GLASAIR,SH-2,1980.0,"36,430",9.9
2972,SEA83FA062,3/13/1983,GLENNS FERRY,ID,USA,1983,3,1,0,0,1,43.090011,-115.369308,91,DEST,CESSNA,150J,1980.0,"36,430",9.9
2973,SEA83FA113,3/7/1983,MCCALL,ID,USA,1983,3,2,0,0,2,45.070648,-115.970344,91,DEST,CESSNA,182Q,1980.0,"36,430",9.9
2974,ANC83FA064,4/2/1983,GLENNALLEN,AK,USA,1983,4,2,0,0,2,62.099491,-145.529525,91,SUBS,PIPER,PA-12,1980.0,"36,430",9.9
2975,ANC83FA068,4/7/1983,SELAWIK,AK,USA,1983,4,2,0,1,3,66.589691,-160.01918,91,SUBS,Britten-Norman,BN-2A-8,1980.0,"36,430",9.9
2976,ANC83FA071,4/17/1983,BETTLES,AK,USA,1983,4,1,0,0,1,67.240257,-152.269256,91,SUBS,PIPER,PA-32-300,1980.0,"36,430",9.9
2977,ANC83FAA06,4/24/1983,NOME,AK,USA,1983,4,1,0,0,1,64.710029,-164.619949,91,DEST,PIPER,PA-28-180,1980.0,"36,430",9.9
2978,ATL83FA155,4/5/1983,ROCKY FACE,GA,USA,1983,4,1,0,0,1,34.750644,-85.080444,91,DEST,CESSNA,182,1980.0,"36,430",9.9
2979,ATL83FA161,4/14/1983,MOBILE,AL,USA,1983,4,1,0,0,1,30.680088,-88.299064,91,DEST,CESSNA,177RG,1980.0,"36,430",9.9
2980,ATL83FA163,4/16/1983,FRISCO,NC,USA,1983,4,4,0,0,4,35.239933,-75.580894,91,DEST,BEECH,V35B,1980.0,"36,430",9.9
2981,CHI83FA161,4/9/1983,COULTERVILLE,IL,USA,1983,4,2,0,0,2,38.180057,-89.599319,91,DEST,CESSNA,182,1980.0,"36,430",9.9
2982,CHI83FA166,4/15/1983,MIDDLETON,WI,USA,1983,4,1,0,1,2,43.100471,-89.499946,91,DEST,PIPER,PA24-260,1980.0,"36,430",9.9
2983,CHI83FA180,4/24/1983,PILLAGER,MN,USA,1983,4,2,0,0,2,46.320709,-94.46964200000001,91,DEST,CESSNA,185F,1980.0,"36,430",9.9
2984,DEN83AA105,4/26/1983,ROCK SPRINGS,WY,USA,1983,4,3,0,0,3,41.589141,-109.220771,91,DEST,CESSNA,340,1980.0,"36,430",9.9
2985,DEN83AA105,4/26/1983,ROCK SPRINGS,WY,USA,1983,4,3,0,0,3,41.589141,-109.220771,91,DEST,BEECH,A36,1980.0,"36,430",9.9
2986,DEN83FTC02,4/20/1983,LARAMIE,WY,USA,1983,4,1,0,0,1,41.309913,-105.58029099999999,91,DEST,PITTS,S-15,1980.0,"36,430",9.9
2987,FTW83FA175,4/2/1983,EAGLE PASS,TX,USA,1983,4,4,0,0,4,28.700692999999998,-100.490798,91,DEST,CESSNA,500,1980.0,"36,430",9.9
2988,FTW83FA176,4/2/1983,CUERO,TX,USA,1983,4,3,0,0,3,29.089952,-97.279212,91,DEST,CESSNA,172N,1980.0,"36,430",9.9
2989,FTW83FA178,4/4/1983,DALHART,TX,USA,1983,4,1,0,0,1,36.059009,-102.510879,91,DEST,CESSNA,T310R,1980.0,"36,430",9.9
2990,FTW83LA177,4/3/1983,MCKINNEY,TX,USA,1983,4,0,0,0,5,33.179061,-96.590065,91,,de Havilland,DHC-6,1980.0,"36,430",9.9
2991,LAX83FA185,4/9/1983,WEAVERVILLE,CA,USA,1983,4,6,0,0,6,40.739391,-122.92945800000001,91,DEST,PIPER,PA32-300,1980.0,"36,430",9.9
2992,LAX83FA192,4/14/1983,AUBURN,CA,USA,1983,4,1,1,0,2,38.919921,-121.070419,91,DEST,CESSNA,182P,1980.0,"36,430",9.9
2993,LAX83FA211,4/30/1983,REDLANDS,CA,USA,1983,4,4,0,0,4,33.999953999999995,-117.120246,91,DEST,PIPER,PA-28-181,1980.0,"36,430",9.9
2994,LAX83FJA06,4/3/1983,"WAIMANALO, OAHU",HI,USA,1983,4,1,2,1,4,21.339328,-157.720382,91,SUBS,GRUMMAN AMERICAN,AA-5B,1980.0,"36,430",9.9
2995,MIA83FA113,4/10/1983,GAINESVILLE,FL,USA,1983,4,1,0,0,1,29.649082,-82.320564,91,DEST,CESSNA,172RG,1980.0,"36,430",9.9
2996,MKC83FA090,4/15/1983,KECHI,KS,USA,1983,4,1,0,0,1,37.789207,-97.269447,91,DEST,BREEZY,1,1980.0,"36,430",9.9
2997,MKC83FA098,5/1/1983,STOVER,MO,USA,1983,5,4,0,0,4,38.440692,-92.980026,91,DEST,PIPER,PA-34-200T,1980.0,"36,430",9.9
